Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.134851933,0.1351113,0.288454,-0.1691339,-0.4704371,0.1228186,0.8474361,27.69836,-43.4276,-30.46943,1001.554
0.137349129,0.1970734,0.1693354,-0.1079337,-0.4686014,0.1297128,0.8516847,27.69836,-43.4276,-30.46943,1001.548
0.139846325,0.07314922,0.05021676,0.0144667,-0.4719993,0.1280996,0.8454886,27.69836,-43.4276,-30.46943,1001.548
0.142343521,-0.05077496,0.05021676,0.0144667,-0.4695204,0.1262496,0.8483664,27.69836,-43.4276,-30.46943,1001.548
0.144841194,-0.1127371,-0.06890184,-0.0467335,-0.4724555,0.1261092,0.8426371,27.69836,-43.4276,-30.46943,1001.548
0.147338390,-0.1746991,-0.00934254,-0.1079337,-0.4734733,0.1285469,0.8450087,27.69836,-43.4276,-30.46943,1001.548
0.149835587,-0.1746991,0.1693354,0.0144667,-0.4714558,0.1252434,0.8488523,27.69836,-43.4276,-30.46943,1001.548
0.152332783,-0.1746991,-0.06890184,0.0756669,-0.4743843,0.1251997,0.8502874,27.69836,-43.4276,-30.46943,1001.548
0.154830456,0.07314922,-0.00934254,0.0756669,-0.4743191,0.1218671,0.8550878,27.7047,-43.79527,-30.39923,1001.548
0.157327652,0.07314922,0.05021676,0.0144667,-0.4758706,0.1260808,0.845983,27.7047,-43.79527,-30.39923,1001.548
0.159824371,-0.1127371,-0.3071391,0.0756669,-0.4738266,0.1213279,0.8503147,27.7047,-43.79527,-30.39923,1001.548
0.162321568,-0.2366612,-0.1880204,0.0144667,-0.4714867,0.1266284,0.8435882,27.7047,-43.79527,-30.39923,1001.548
0.164818764,0.01118713,-0.2475797,-0.1079337,-0.4739468,0.1281414,0.8516991,27.7047,-43.79527,-30.39923,1001.548
0.167315960,-0.1746991,-0.1284611,-0.1079337,-0.4744017,0.1261703,0.8502805,27.7047,-43.79527,-30.39923,1001.548
0.169813633,-0.05077496,-0.1880204,-0.0467335,-0.4670935,0.1273114,0.8512233,27.7047,-43.79527,-30.39923,1001.548
0.172310829,-0.1746991,-0.1880204,0.0144667,-0.4733781,0.1238164,0.854118,27.7047,-43.79527,-30.39923,1001.548
0.174808025,-0.3605854,-0.1880204,-0.0467335,-0.4720185,0.1290444,0.8435712,27.7047,-43.79527,-30.39923,1001.548
0.177305222,-0.05077496,-0.00934254,-0.0467335,-0.469592,0.1300997,0.8459506,27.7047,-43.79527,-30.39923,1001.552
0.179802895,-0.1127371,-0.00934254,0.0144667,-0.471507,0.1281681,0.8497869,27.7047,-43.79527,-30.39923,1001.552
0.182300091,-0.2366612,-0.3071391,-0.1079337,-0.4753692,0.1256705,0.8507623,27.7047,-43.79527,-30.39923,1001.552
0.184797287,-0.4225475,-0.1880204,-0.0467335,-0.4749599,0.1300357,0.8497756,27.7047,-43.79527,-30.39923,1001.552
0.187294006,-0.2986233,-0.00934254,0.0144667,-0.4729421,0.1261245,0.844548,27.7047,-43.79527,-30.39923,1001.552
0.189791203,-0.1746991,-0.1880204,0.0144667,-0.4734529,0.1276215,0.8483589,27.7047,-43.79527,-30.39923,1001.552
0.192288399,-0.2366612,-0.06890184,-0.0467335,-0.4695373,0.1272266,0.8488371,27.7047,-43.79527,-30.39923,1001.552
0.194786072,-0.2366612,-0.06890184,-0.0467335,-0.4695112,0.1257707,0.8488474,27.7047,-43.79527,-30.39923,1001.552
0.197283268,-0.2366612,-0.00934254,0.0144667,-0.4675862,0.1272364,0.8464475,27.7047,-43.79527,-30.39923,1001.552
0.199780464,-0.1746991,0.05021676,-0.1691339,-0.4753424,0.1236133,0.842179,27.7047,-43.79527,-30.39923,1001.552
0.202277660,-0.2986233,-0.06890184,-0.1079337,-0.4744331,0.1275489,0.8445387,27.7047,-43.79527,-30.39923,1001.552
0.204775333,-0.4225475,-0.3666984,0.0144667,-0.4759449,0.1298923,0.8407016,27.69852,-43.4191,-30.02297,1001.552
0.207272530,-0.3605854,-0.1880204,-0.1079337,-0.4734729,0.1285534,0.8454862,27.69852,-43.4191,-30.02297,1001.552
0.209769726,-0.1746991,-0.2475797,-0.1691339,-0.4748784,0.1251055,0.8440787,27.69852,-43.4191,-30.02297,1001.552
0.212266922,-0.1746991,-0.2475797,-0.1691339,-0.4709888,0.1261665,0.8445466,27.69852,-43.4191,-30.02297,1001.552
0.214764595,-0.1746991,-0.06890184,-0.1691339,-0.4720162,0.1290766,0.8459593,27.69852,-43.4191,-30.02297,1001.552
0.217261314,-0.4845096,-0.1284611,-0.1691339,-0.4715066,0.1281745,0.8502645,27.69852,-43.4191,-30.02297,1001.552
0.219758511,-0.4845096,-0.1284611,-0.1079337,-0.4665698,0.1247794,0.8426431,27.69852,-43.4191,-30.02297,1001.552
0.222255707,-0.4845096,-0.1284611,-0.1691339,-0.4675589,0.1257999,0.8478907,27.69852,-43.4191,-30.02297,1001.552
