Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.496958732,0.1873778,-0.020351,0.06915237,-0.4922764,0.1410639,0.8310781,2.308243,21.64306,-44.83202,1001.506
0.499455929,0.06339472,-0.07990391,0.06913064,-0.491863,0.1461014,0.8439388,2.308243,21.64306,-44.83202,1001.506
0.501953602,0.001412714,0.09879909,-0.1144917,-0.4919299,0.1494083,0.837228,2.308243,21.64306,-44.83202,1001.506
0.504450798,-0.06054982,0.03920875,-0.1144557,-0.4918344,0.14407,0.837266,2.308243,21.64306,-44.83202,1001.506
0.506947994,-0.1224929,0.09875573,0.007980645,-0.4932555,0.1416184,0.8377621,2.308243,21.64306,-44.83202,1001.506
0.509445190,-0.1224544,0.03916541,0.007978138,-0.4971495,0.1404929,0.832518,2.308243,21.64306,-44.83202,1001.506
0.511942863,0.001508247,0.09871241,0.130376,-0.4976552,0.141453,0.8325115,2.308243,21.64306,-44.83202,1001.506
0.514440060,0.06346986,0.03912209,0.007934671,-0.4927859,0.1425802,0.8363219,2.308243,21.64306,-44.83202,1001.506
0.516937256,0.06344992,-0.0204495,0.007932179,-0.4951662,0.1391371,0.8368255,2.308243,21.64306,-44.83202,1001.506
0.519434452,-0.1844184,-0.02044307,-0.1144707,-0.4937585,0.1426172,0.8406212,2.308243,21.64306,-44.83202,1001.506
